"date";"code";"nom";"cas";"deces";"guerisons";"source"
"2021-03-17";"P1";"france";"4146609";"91437";"276993";"Santé Publique France"
"2021-03-18";"P1";"france";"4181607";"91679";"278263";"Santé Publique France"
"2021-03-19";"P1";"france";"4216695";"91964";"279646";"Santé Publique France"
"2021-03-20";"P1";"france";"4252022";"92167";"279646";"Santé Publique France"
"2021-03-21";"P1";"france";"4282603";"92305";"280955";"Santé Publique France"
"2021-03-22";"P1";"france";"4298395";"92621";"281885";"Santé Publique France"
"2021-03-23";"P1";"france";"4313073";"92908";"283507";"Santé Publique France"
"2021-03-24";"P1";"france";"4378446";"93153";"285199";"Santé Publique France"
"2021-03-25";"P1";"france";"4424087";"93378";"288607";"Santé Publique France"
"2021-03-26";"P1";"france";"4465956";"94275";"288062";"Santé Publique France"
"2021-03-27";"P1";"france";"4508575";"94465";"289350";"Santé Publique France"
"2021-03-28";"P1";"france";"4545589";"94596";"289752";"Santé Publique France"
"2021-03-29";"P1";"france";"4554683";"94956";"290810";"Santé Publique France"
"2021-03-30";"P1";"france";"4585385";"95337";"292796";"Santé Publique France"
"2021-03-31";"P1";"france";"4644423";"95640";"294638";"Santé Publique France"
"2021-04-01";"P1";"france";"4695082";"95976";"296166";"Santé Publique France"
"2021-04-02";"P1";"france";"4741759";"96280";"297734";"Santé Publique France"
"2021-04-03";"P1";"france";"4755676";"96465";"299075";"Santé Publique France"
"2021-04-04";"P1";"france";"4822470";"96650";"299624";"Santé Publique France"
"2021-04-05";"P1";"france";"4833263";"96847";"300064";"Santé Publique France"
"2021-04-06";"P1";"france";"4841308";"97273";"301299";"Santé Publique France"
"2021-04-07";"P1";"france";"4854259";"97694";"303639";"Santé Publique France"
"2021-04-08";"P1";"france";"4939258";"98037";"305711";"Santé Publique France"
"2021-04-09";"P1";"france";"4980501";"98395";"307674";"Santé Publique France"
"2021-04-10";"P1";"france";"5023785";"98602";"309136";"Santé Publique France"
"2021-04-11";"P1";"france";"5058680";"98750";"309787";"Santé Publique France"
"2021-04-12";"P1";"france";"5067216";"99135";"310934";"Santé Publique France"
"2021-04-13";"P1";"france";"5106329";"99480";"313051";"Santé Publique France"
"2021-04-14";"P1";"france";"5149834";"99777";"315152";"Santé Publique France"
"2021-04-15";"P1";"france";"5187879";"100073";"317036";"Santé Publique France"
"2021-04-16";"P1";"france";"5224321";"100404";"318923";"Santé Publique France"
"2021-04-17";"P1";"france";"5260182";"100593";"320275";"Santé Publique France"
"2021-04-18";"P1";"france";"5289526";"100733";"320757";"Santé Publique France"
"2021-04-19";"P1";"france";"5296222";"101180";"321889";"Santé Publique France"
"2021-04-20";"P1";"france";"5340285";"101597";"323961";"Santé Publique France"
"2021-04-21";"P1";"france";"5374288";"101881";"325811";"Santé Publique France"
"2021-04-22";"P1";"france";"5408606";"102164";"327668";"Santé Publique France"
"2021-04-23";"P1";"france";"5440946";"102496";"329405";"Santé Publique France"
"2021-04-24";"P1";"france";"5473579";"102713";"330838";"Santé Publique France"
"2021-04-25";"P1";"france";"5498044";"102858";"331362";"Santé Publique France"
"2021-04-26";"P1";"france";"5503996";"103256";"332563";"Santé Publique France"
"2021-04-27";"P1";"france";"5534313";"103603";"334577";"Santé Publique France"
"2021-04-28";"P1";"france";"5565852";"103918";"336281";"Santé Publique France"
"2021-04-29";"P1";"france";"5592390";"104253";"338000";"Santé Publique France"
"2021-04-30";"P1";"france";"5616689";"104514";"339650";"Santé Publique France"
"2021-05-01";"P1";"france";"5642359";"104706";"340997";"Santé Publique France"
"2021-05-02";"P1";"france";"5652247";"104819";"341458";"Santé Publique France"
"2021-05-03";"P1";"france";"5656007";"105130";"342451";"Santé Publique France"
"2021-05-04";"P1";"france";"5680378";"105387";"344265";"Santé Publique France"
"2021-05-05";"P1";"france";"5706378";"105631";"346184";"Santé Publique France"
"2021-05-06";"P1";"france";"5728090";"105850";"347768";"Santé Publique France"
"2021-05-07";"P1";"france";"5747214";"106101";"349293";"Santé Publique France"
"2021-05-08";"P1";"france";"5767959";"106277";"350471";"Santé Publique France"
"2021-05-09";"P1";"france";"5777087";"106392";"350873";"Santé Publique France"
"2021-05-10";"P1";"france";"5780379";"106684";"351795";"Santé Publique France"
"2021-05-11";"P1";"france";"5800170";"106935";"353370";"Santé Publique France"
"2021-05-12";"P1";"france";"5821668";"107148";"354625";"Santé Publique France"
"2021-05-13";"P1";"france";"5841129";"107279";"355804";"Santé Publique France"
"2021-05-14";"P1";"france";"5848154";"107452";"356872";"Santé Publique France"
"2021-05-15";"P1";"france";"5863839";"107564";"357901";"Santé Publique France"
"2021-05-16";"P1";"france";"5877787";"107645";"358717";"Santé Publique France"
"2021-05-17";"P1";"france";"5881137";"107812";"358776";"Santé Publique France"
"2021-05-18";"P1";"france";"5898347";"108040";"360213";"Santé Publique France"
"2021-05-19";"P1";"france";"5917397";"108181";"361460";"Santé Publique France"
"2021-05-20";"P1";"france";"5568551";"108314";"362593";"Santé Publique France"
"2021-05-21";"P1";"france";"5581351";"108437";"363600";"Santé Publique France"
"2021-05-22";"P1";"france";"5593962";"108526";"364391";"Santé Publique France"
"2021-05-23";"P1";"france";"5603666";"108596";"364695";"Santé Publique France"
"2021-05-24";"P1";"france";"5605895";"108658";"364902";"Santé Publique France"
"2021-05-25";"P1";"france";"5609050";"108879";"365739";"Santé Publique France"
"2021-05-26";"P1";"france";"5621696";"109023";"367046";"Santé Publique France"
"2021-05-27";"P1";"france";"5635629";"109165";"368023";"Santé Publique France"
"2021-05-28";"P1";"france";"5646897";"109290";"369109";"Santé Publique France"
"2021-05-29";"P1";"france";"5657572";"109358";"369789";"Santé Publique France"
"2021-05-30";"P1";"france";"5666113";"109402";"370014";"Santé Publique France"
"2021-05-31";"P1";"france";"5667324";"109528";"370577";"Santé Publique France"
"2021-06-01";"P1";"france";"5677172";"109662";"371500";"Santé Publique France"
"2021-06-02";"P1";"france";"5685915";"109787";"372310";"Santé Publique France"
"2021-06-03";"P1";"france";"5694076";"109828";"373033";"Santé Publique France"
"2021-06-04";"P1";"france";"5701029";"109916";"373818";"Santé Publique France"
"2021-06-05";"P1";"france";"5707683";"109973";"374281";"Santé Publique France"
"2021-06-06";"P1";"france";"5712753";"109998";"374416";"Santé Publique France"
"2021-06-07";"P1";"france";"5713917";"110062";"374909";"Santé Publique France"
"2021-06-08";"P1";"france";"5719935";"110137";"375569";"Santé Publique France"
"2021-06-09";"P1";"france";"5725492";"110202";"376342";"Santé Publique France"
"2021-06-10";"P1";"france";"5729967";"110270";"376974";"Santé Publique France"
"2021-06-11";"P1";"france";"5733838";"110344";"377596";"Santé Publique France"
"2021-06-12";"P1";"france";"5737810";"110378";"377961";"Santé Publique France"
"2021-06-13";"P1";"france";"5740665";"110391";"378063";"Santé Publique France"
"2021-06-14";"P1";"france";"5741354";"110454";"378429";"Santé Publique France"
"2021-06-15";"P1";"france";"5744589";"110534";"379107";"Santé Publique France"
"2021-06-16";"P1";"france";"5747647";"110578";"379635";"Santé Publique France"
"2021-06-17";"P1";"france";"5749691";"110634";"380195";"Santé Publique France"
"2021-06-18";"P1";"france";"5752872";"110702";"380667";"Santé Publique France"
"2021-06-19";"P1";"france";"5755496";"110724";"380930";"Santé Publique France"
"2021-06-20";"P1";"france";"5757311";"110738";"380979";"Santé Publique France"
"2021-06-21";"P1";"france";"5757798";"110778";"381278";"Santé Publique France"
"2021-06-22";"P1";"france";"5760002";"110829";"381726";"Santé Publique France"
"2021-06-23";"P1";"france";"5762322";"110862";"382124";"Santé Publique France"
"2021-06-24";"P1";"france";"5764329";"110906";"382593";"Santé Publique France"
"2021-06-25";"P1";"france";"5766315";"110939";"382897";"Santé Publique France"
"2021-06-26";"P1";"france";"5768443";"110951";"383122";"Santé Publique France"
"2021-06-27";"P1";"france";"5770021";"110968";"383185";"Santé Publique France"
"2021-06-28";"P1";"france";"5770530";"111012";"383447";"Santé Publique France"
"2021-06-29";"P1";"france";"5772844";"111057";"383768";"Santé Publique France"
"2021-06-30";"P1";"france";"5775301";"111082";"384051";"Santé Publique France"
"2021-07-01";"P1";"france";"5777965";"111111";"384338";"Santé Publique France"
"2021-07-02";"P1";"france";"5780648";"111135";"384616";"Santé Publique France"
"2021-07-03";"P1";"france";"5783654";"111152";"384781";"Santé Publique France"
"2021-07-04";"P1";"france";"5786203";"111161";"384812";"Santé Publique France"
"2021-07-05";"P1";"france";"5786999";"111197";"385013";"Santé Publique France"
"2021-07-06";"P1";"france";"5790584";"111231";"385289";"Santé Publique France"
"2021-07-07";"P1";"france";"5794665";"111259";"385490";"Santé Publique France"
"2021-07-08";"P1";"france";"5799107";"111284";"385720";"Santé Publique France"
"2021-07-09";"P1";"france";"5803687";"111302";"385950";"Santé Publique France"
"2021-07-10";"P1";"france";"5808383";"111321";"386122";"Santé Publique France"
"2021-07-11";"P1";"france";"5812639";"111325";"386141";"Santé Publique France"
"2021-07-12";"P1";"france";"5813899";"111353";"386424";"Santé Publique France"
"2021-07-13";"P1";"france";"5820849";"111407";"386704";"Santé Publique France"
"2021-07-14";"P1";"france";"5829724";"111413";"386839";"Santé Publique France"
"2021-07-15";"P1";"france";"5833341";"111429";"387017";"Santé Publique France"
"2021-07-16";"P1";"france";"5844249";"111451";"387297";"Santé Publique France"
"2021-07-17";"P1";"france";"5855198";"111467";"387439";"Santé Publique France"
"2021-07-18";"P1";"france";"5867730";"111472";"387469";"Santé Publique France"
"2021-07-19";"P1";"france";"5871881";"111492";"387703";"Santé Publique France"
"2021-07-20";"P1";"france";"5890062";"111525";"388118";"Santé Publique France"
"2021-07-21";"P1";"france";"5911601";"";"388402";"Santé Publique France"
"2021-07-22";"P1";"france";"5933510";"";"388707";"Santé Publique France"
"2021-07-23";"P1";"france";"5953071";"";"389021";"Santé Publique France"
"2021-07-24";"P1";"france";"5978695";"111688";"389197";"Santé Publique France"
"2021-07-25";"P1";"france";"5993937";"111688";"389226";"Santé Publique France"
"2021-07-26";"P1";"france";"5999244";"111688";"389531";"Santé Publique France"
"2021-07-27";"P1";"france";"6026115";"111725";"389996";"Santé Publique France"
"2021-07-28";"P1";"france";"6054049";"111768";"390367";"Santé Publique France"
"2021-07-29";"P1";"france";"6079239";"111795";"390784";"Santé Publique France"
"2021-07-30";"P1";"france";"6103548";"111855";"391216";"Santé Publique France"
"2021-07-31";"P1";"france";"6127019";"111898";"391581";"Santé Publique France"
"2021-08-01";"P1";"france";"6146619";"111916";"391689";"Santé Publique France"
"2021-08-02";"P1";"france";"6151803";"111967";"392055";"Santé Publique France"
"2021-08-03";"P1";"france";"6178632";"112033";"392634";"Santé Publique France"
"2021-08-04";"P1";"france";"6207416";"112081";"393129";"Santé Publique France"
"2021-08-05";"P1";"france";"6233876";"112130";"393723";"Santé Publique France"
"2021-08-06";"P1";"france";"6258953";"112180";"394324";"Santé Publique France"
"2021-08-07";"P1";"france";"6284708";"112222";"394709";"Santé Publique France"
"2021-08-08";"P1";"france";"6305158";"112250";"394910";"Santé Publique France"
"2021-08-09";"P1";"france";"6310933";"112350";"395310";"Santé Publique France"
"2021-08-10";"P1";"france";"6339509";"112403";"396002";"Santé Publique France"
"2021-08-11";"P1";"france";"6370429";"112456";"396616";"Santé Publique France"
"2021-08-12";"P1";"france";"6398983";"112533";"397162";"Santé Publique France"
"2021-08-13";"P1";"france";"6425436";"112607";"";"Santé Publique France"
"2021-08-14";"P1";"france";"6449863";"112658";"";"Santé Publique France"
"2021-08-15";"P1";"france";"6471035";"112702";"";"Santé Publique France"
"2021-08-16";"P1";"france";"6476864";"112798";"";"Santé Publique France"
"2021-08-17";"P1";"france";"6504978";"112943";"";"Santé Publique France"
"2021-08-18";"P1";"france";"6533383";"113055";"";"Santé Publique France"
"2021-08-19";"P1";"france";"6557356";"113182";"";"Santé Publique France"
"2021-08-20";"P1";"france";"6579675";"113264";"401946";"Santé Publique France"
"2021-08-21";"P1";"france";"6602311";"113328";"402615";"Santé Publique France"
"2021-08-22";"P1";"france";"6619611";"113372";"402848";"Santé Publique France"
"2021-08-23";"P1";"france";"6624777";"113595";"403285";"Santé Publique France"
"2021-08-24";"P1";"france";"6649630";"113788";"404141";"Santé Publique France"
"2021-08-25";"P1";"france";"6673336";"113881";"404823";"Santé Publique France"
"2021-08-26";"P1";"france";"6693019";"113988";"";"Santé Publique France"
"2021-08-27";"P1";"france";"6711268";"114083";"406229";"Santé Publique France"
"2021-08-28";"P1";"france";"6728858";"114157";"";"Santé Publique France"
"2021-08-29";"P1";"france";"6742488";"114210";"";"Santé Publique France"
"2021-08-30";"P1";"france";"6746283";"114308";"407355";"Santé Publique France"
"2021-08-31";"P1";"france";"6765708";"114494";"408275";"Santé Publique France"
"2021-09-01";"P1";"france";"6783329";"114577";"408908";"Santé Publique France"
"2021-09-02";"P1";"france";"6799240";"114680";"";"Santé Publique France"
"2021-09-03";"P1";"france";"6812706";"114773";"";"Santé Publique France"
"2021-09-04";"P1";"france";"6826042";"114856";"";"Santé Publique France"
"2021-09-05";"P1";"france";"6836452";"114905";"";"Santé Publique France"
"2021-09-06";"P1";"france";"6839494";"115007";"";"Santé Publique France"
"2021-09-07";"P1";"france";"6854028";"115159";"";"Santé Publique France"
"2021-09-08";"P1";"france";"6866856";"115259";"";"Santé Publique France"
"2021-09-09";"P1";"france";"6877825";"115362";"";"Santé Publique France"
"2021-09-10";"P1";"france";"6887791";"115442";"";"Santé Publique France"
"2021-09-11";"P1";"france";"6897392";"115488";"";"Santé Publique France"
"2021-09-12";"P1";"france";"6905071";"115517";"";"Santé Publique France"
"2021-09-13";"P1";"france";"6907133";"115603";"";"Santé Publique France"
"2021-09-14";"P1";"france";"6917460";"115752";"";"Santé Publique France"
"2021-09-15";"P1";"france";"6926604";"115829";"";"Santé Publique France"
"2021-09-16";"P1";"france";"6934732";"115894";"";"Santé Publique France"
"2021-09-17";"P1";"france";"6942105";"115969";"";"Santé Publique France"
"2021-09-18";"P1";"france";"6949519";"116011";"";"Santé Publique France"
"2021-09-19";"P1";"france";"6955333";"116030";"";"Santé Publique France"
"2021-09-20";"P1";"france";"6956848";"116069";"";"Santé Publique France"
"2021-09-21";"P1";"france";"6964699";"116251";"";"Santé Publique France"
"2021-09-22";"P1";"france";"6971493";"116309";"";"Santé Publique France"
"2021-09-23";"P1";"france";"6977722";"116371";"";"Santé Publique France"
"2021-09-24";"P1";"france";"6983601";"116401";"";"Santé Publique France"
"2021-09-25";"P1";"france";"6989613";"116430";"";"Santé Publique France"
"2021-09-26";"P1";"france";"6994319";"116463";"";"Santé Publique France"
"2021-09-27";"P1";"france";"6995628";"116537";"";"Santé Publique France"
"2021-09-28";"P1";"france";"7002393";"116615";"";"Santé Publique France"
"2021-09-29";"P1";"france";"7008228";"116657";"";"Santé Publique France"
"2021-09-30";"P1";"france";"7013432";"116713";"";"Santé Publique France"
"2021-10-01";"P1";"france";"7018367";"116739";"";"Santé Publique France"
"2021-10-02";"P1";"france";"7023315";"116789";"";"Santé Publique France"
"2021-10-03";"P1";"france";"7027059";"116798";"";"Santé Publique France"
"2021-10-04";"P1";"france";"7028197";"116833";"";"Santé Publique France"
"2021-10-05";"P1";"france";"7033755";"116923";"";"Santé Publique France"
"2021-10-06";"P1";"france";"7038701";"116933";"";"Santé Publique France"
"2021-10-07";"P1";"france";"7043316";"116991";"";"Santé Publique France"
"2021-10-08";"P1";"france";"7047786";"117010";"";"Santé Publique France"
